STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
06,037,577900,06037577900,5779,Census Tract 5779,G5020,S,1722203,49093,+33.8227747,-118.1957507,"POLYGON ((-118.156745 33.788039, -118.156743 33.789769, -118.155662 33.789766, -118.154564 33.789764, -118.153488 33.789761999999996, -118.152928 33.789761, -118.152402 33.78976, -118.151808 33.789759, -118.1513 33.789758, -118.150232 33.789757, -118.150234 33.788979999999995, -118.150228 33.788346, -118.15023 33.787575, -118.150232 33.786671, -118.150217 33.785767, -118.150221 33.785409, -118.150228 33.784858, -118.15023 33.783499, -118.150232 33.782589, -118.151322 33.782596999999996, -118.152404 33.782586, -118.153485 33.782587, -118.154203 33.782588, -118.15457599999999 33.782589, -118.155651 33.78259, -118.156748 33.782592, -118.156745 33.784435, -118.156743 33.785368, -118.156741 33.786206, -118.15674899999999 33.786226, -118.156747 33.787129, -118.156745 33.788039))"
06,037,544002,06037544002,5440.02,Census Tract 5440.02,G5020,S,1598286,0,+33.8304309,-118.2160455,"POLYGON ((-118.18937 33.786229999999996, -118.189375 33.787138999999996, -118.189374 33.78805, -118.189366 33.788953, -118.189364 33.789857, -118.189347 33.789857, -118.18867399999999 33.789856, -118.187192 33.789854, -118.18669299999999 33.789854, -118.185631 33.789853, -118.185026 33.789851999999996, -118.184481 33.789851999999996, -118.183945 33.78985, -118.182848 33.789851999999996, -118.181765 33.789854, -118.18067500000001 33.789853, -118.180676 33.789384999999996, -118.180677 33.788948999999995, -118.180679 33.788046, -118.18068 33.787135, -118.180674 33.786232, -118.180666 33.785776999999996, -118.180684 33.784867, -118.180676 33.784825999999995, -118.18068 33.782598, -118.181225 33.782599, -118.181761 33.782599, -118.182307 33.7826, -118.182852 33.782601, -118.18338800000001 33.782601, -118.183933 33.782602, -118.184479 33.782599, -118.18501599999999 33.782596999999996, -118.185679 33.782604, -118.18605099999999 33.782605, -118.186691 33.782612, -118.187338 33.782603, -118.187986 33.782593999999996, -118.188349 33.782593, -118.188641 33.782591, -118.18893800000001 33.782591, -118.189358 33.782589, -118.189376 33.782589, -118.189374 33.783691, -118.189374 33.783809, -118.189374 33.783933999999995, -118.189387 33.785326, -118.189379 33.785773999999996, -118.18937 33.786229999999996))"
06,037,571800,06037571800,5718,Census Tract 5718,G5020,S,2655771,184371,+33.8334835,-118.1970981,"POLYGON ((-118.129436 33.758113, -118.130023 33.758227, -118.129329 33.759156, -118.128999 33.759612, -118.12862200000001 33.759907999999996, -118.128545 33.759969, -118.12818899999999 33.760155999999995, -118.127294 33.760419, -118.126537 33.760446, -118.125951 33.760363, -118.125899 33.760358, -118.125845 33.760349, -118.125444 33.760296, -118.124095 33.760093, -118.123548 33.760005, -118.123265 33.760027, -118.122995 33.759857, -118.122899 33.759865, -118.122867 33.759869, -118.122681 33.759699, -118.122477 33.759544, -118.12079800000001 33.760517, -118.11980199999999 33.759595, -118.116643 33.75667, -118.112363 33.753060999999995, -118.116381 33.75014, -118.116548 33.75002, -118.116258 33.75002, -118.11744 33.74908, -118.118101 33.749185, -118.118825 33.749300999999996, -118.11954399999999 33.749454, -118.120265 33.749609, -118.12169399999999 33.749916, -118.122181 33.750021, -118.123025 33.750343, -118.12364 33.750578, -118.124248 33.75081, -118.124876 33.751051, -118.125507 33.751292, -118.125898 33.751442, -118.12612 33.751526999999996, -118.126679 33.75174, -118.126741 33.751763, -118.127363 33.752001, -118.128019 33.752252, -118.128579 33.752466, -118.13007999999999 33.754464999999996, -118.13066 33.755236, -118.129436 33.758113))"
06,037,544001,06037544001,5440.01,Census Tract 5440.01,G5020,S,1854206,18703,+33.8406153,-118.2181146,"POLYGON ((-118.231754 33.714873, -118.231221 33.715025, -118.206534 33.723085999999995, -118.206231 33.723147, -118.18661 33.723096, -118.183324 33.723053, -118.180838 33.723072, -118.175824 33.723091, -118.175667 33.723091, -118.171252 33.723089, -118.16746499999999 33.723085999999995, -118.16631 33.723085, -118.151601 33.723081, -118.147536 33.723081, -118.136929 33.723078, -118.136818 33.723079999999996, -118.136815 33.723188, -118.147469 33.723216, -118.151583 33.723217999999996, -118.167424 33.723226, -118.171231 33.723228, -118.175635 33.723228999999996, -118.175842 33.723228999999996, -118.17588 33.72343, -118.178856 33.745623, -118.175239 33.75067, -118.169788 33.74847, -118.167625 33.747597, -118.165187 33.747139, -118.165741 33.739433, -118.162769 33.739184, -118.14974 33.738092, -118.145315 33.737719999999996, -118.144144 33.735915999999996, -118.143298 33.734237, -118.142309 33.733593, -118.14212599999999 33.733588, -118.140042 33.73375, -118.138869 33.734562, -118.138088 33.735104, -118.126822 33.730596999999996, -118.13256200000001 33.723188, -118.140362 33.713118, -118.14308 33.709607, -118.144257 33.708065999999995, -118.147745 33.703582, -118.155984 33.692937, -118.16583 33.691562999999995, -118.168654 33.691459, -118.172314 33.691324, -118.175975 33.691189, -118.192111 33.690593, -118.217377 33.690595, -118.22157899999999 33.690595, -118.23174399999999 33.714853999999995, -118.231754 33.714873))"
06,037,571701,06037571701,5717.01,Census Tract 5717.01,G5020,S,1716774,194866,+33.8478820,-118.1994430,"MULTILINESTRING ((-118.24545 33.763889, -118.24533 33.76374), (-118.24533 33.76374, -118.243705 33.761717), (-118.243705 33.761717, -118.242424 33.760123), (-118.242424 33.760123, -118.242172 33.759809), (-118.242172 33.759809, -118.241153 33.758541), (-118.241153 33.758541, -118.240767 33.758296), (-118.240767 33.758296, -118.246812 33.756530999999995), (-118.246812 33.756530999999995, -118.247012 33.756473), (-118.247012 33.756473, -118.248966 33.755902), (-118.248966 33.755902, -118.24869 33.755244), (-118.24869 33.755244, -118.248681 33.755221), (-118.248681 33.755221, -118.24866 33.755172), (-118.24866 33.755172, -118.24860699999999 33.755047), (-118.24860699999999 33.755047, -118.24851699999999 33.754832), (-118.24851699999999 33.754832, -118.247938 33.753451), (-118.247938 33.753451, -118.247742 33.752983), (-118.247742 33.752983, -118.247654 33.752773999999995), (-118.247654 33.752773999999995, -118.247439 33.752262), (-118.247439 33.752262, -118.24735 33.752049), (-118.24735 33.752049, -118.247231 33.751765999999996), (-118.247231 33.751765999999996, -118.24345199999999 33.74276), (-118.24345199999999 33.74276, -118.23713599999999 33.727706999999995), (-118.23713599999999 33.727706999999995, -118.231803 33.715002), (-118.231803 33.715002, -118.231786 33.714954), (-118.231786 33.714954, -118.231764 33.714892), (-118.231764 33.714892, -118.231754 33.714873), (-118.231754 33.714873, -118.23174399999999 33.714853999999995))"
06,037,543305,06037543305,5433.05,Census Tract 5433.05,G5020,S,8228441,158094,+33.8612491,-118.2239158,"POLYGON ((-118.247012 33.756473, -118.246812 33.756530999999995, -118.240767 33.758296, -118.241153 33.758541, -118.242172 33.759809, -118.242424 33.760123, -118.243705 33.761717, -118.24533 33.76374, -118.24545 33.763889, -118.24455 33.764554, -118.24268000000001 33.765935999999996, -118.241792 33.766607, -118.241252 33.767013999999996, -118.240836 33.76733, -118.240578 33.767516, -118.240387 33.767706, -118.240352 33.767731999999995, -118.240224 33.767829, -118.24015 33.767883999999995, -118.240077 33.767939999999996, -118.239988 33.768007, -118.239734 33.768198, -118.23594299999999 33.771056, -118.231568 33.774325, -118.231304 33.774522, -118.230868 33.774848, -118.226843 33.777891, -118.226683 33.778011, -118.221999 33.781535999999996, -118.221728 33.78174, -118.22088099999999 33.782377, -118.220669 33.782537, -118.220749 33.782623, -118.220142 33.782667, -118.219852 33.782689, -118.21892 33.782756, -118.218725 33.782751999999995, -118.217635 33.782745, -118.21709899999999 33.782744, -118.216553 33.782744, -118.21548 33.782736, -118.213804 33.782717999999996, -118.212146 33.782712, -118.210464 33.7827, -118.21024 33.782697999999996, -118.208772 33.782682, -118.2082 33.782675999999995, -118.208057 33.782677, -118.207739 33.782679, -118.207516 33.78268, -118.207404 33.782677, -118.20710700000001 33.782669999999996, -118.206984 33.782667, -118.206504 33.782658999999995, -118.206302 33.782655999999996, -118.2055 33.782644, -118.205511 33.777, -118.205554 33.772915999999995, -118.20559 33.769521, -118.206239 33.769518999999995, -118.206239 33.767353, -118.206239 33.767202999999995, -118.206239 33.767025, -118.206239 33.766948, -118.206225 33.765557, -118.206166 33.764056, -118.206093 33.763940999999996, -118.20344 33.760494, -118.203052 33.760131, -118.202808 33.759972, -118.20009 33.758603, -118.200013 33.758556999999996, -118.198951 33.757922, -118.197812 33.757218, -118.197825 33.756471, -118.19770000000001 33.756074999999996, -118.197608 33.755751, -118.197154 33.755399, -118.197121 33.755348999999995, -118.195824 33.754811, -118.194955 33.755145999999996, -118.194778 33.755145999999996, -118.19440900000001 33.754778, -118.194166 33.754376, -118.194133 33.754129, -118.192872 33.753679999999996, -118.190967 33.753001999999995, -118.190816 33.753008, -118.188585 33.752221, -118.188552 33.752072999999996, -118.188164 33.751916, -118.187644 33.751705, -118.187611 33.751633, -118.18811099999999 33.750648999999996, -118.188736 33.750516999999995, -118.18941 33.750017, -118.190055 33.749519, -118.186342 33.739323, -118.186286 33.739171999999996, -118.186053 33.73853, -118.185258 33.73625, -118.18480000000001 33.734936999999995, -118.184716 33.734697, -118.183083 33.730015, -118.180888 33.723247, -118.180838 33.723072, -118.183324 33.723053, -118.18661 33.723096, -118.206231 33.723147, -118.206534 33.723085999999995, -118.231221 33.715025, -118.231754 33.714873, -118.231764 33.714892, -118.231786 33.714954, -118.231803 33.715002, -118.23713599999999 33.727706999999995, -118.24345199999999 33.74276, -118.247231 33.751765999999996, -118.24735 33.752049, -118.247439 33.752262, -118.247654 33.752773999999995, -118.247742 33.752983, -118.247938 33.753451, -118.24851699999999 33.754832, -118.24860699999999 33.755047, -118.24866 33.755172, -118.248681 33.755221, -118.24869 33.755244, -118.248966 33.755902, -118.247012 33.756473))"
06,037,570402,06037570402,5704.02,Census Tract 5704.02,G5020,S,1417975,98017,+33.8685443,-118.1986552,"POLYGON ((-118.198028 33.770497, -118.198023 33.771031, -118.198017 33.771696999999996, -118.198017 33.772244, -118.198024 33.772917, -118.198023 33.773458, -118.198022 33.774131, -118.198021 33.774665, -118.19802 33.775331, -118.197191 33.775337, -118.196353 33.775342, -118.195698 33.775338, -118.19505 33.775334, -118.194403 33.775335999999996, -118.193734 33.775338999999995, -118.193708 33.775338999999995, -118.193028 33.775342, -118.192381 33.775344, -118.192381 33.775248, -118.192377 33.774671999999995, -118.192377 33.774502, -118.192375 33.774131, -118.192376 33.773458, -118.192377 33.772933, -118.19237799999999 33.772245, -118.192379 33.771707, -118.19238 33.771300000000004, -118.19237799999999 33.771043999999996, -118.19238 33.770806, -118.192381 33.770503999999995, -118.192382 33.769830999999996, -118.192383 33.769297, -118.193038 33.769298, -118.1936 33.769298, -118.193699 33.769298, -118.19371699999999 33.769298, -118.19410500000001 33.769297, -118.195052 33.769293, -118.195708 33.769293999999995, -118.196355 33.769293999999995, -118.196521 33.769293, -118.197192 33.769289, -118.19802899999999 33.769283, -118.19802899999999 33.769824, -118.198028 33.770497))"
06,037,570404,06037570404,5704.04,Census Tract 5704.04,G5020,S,816724,48845,+33.8774960,-118.1959346,"POLYGON ((-118.205511 33.777, -118.205392 33.776928999999996, -118.20464 33.776483999999996, -118.20444 33.776365999999996, -118.20436 33.776315, -118.204008 33.776088, -118.20374100000001 33.775915999999995, -118.203577 33.775828, -118.203145 33.775597, -118.203125 33.775586, -118.202331 33.775301, -118.201779 33.775335, -118.201218 33.775334, -118.20059499999999 33.775334, -118.199978 33.775332999999996, -118.19936200000001 33.775332, -118.198739 33.775332, -118.19802 33.775331, -118.198021 33.774665, -118.198022 33.774131, -118.198023 33.773458, -118.198024 33.772917, -118.198017 33.772244, -118.198017 33.771696999999996, -118.198023 33.771031, -118.198028 33.770497, -118.19802899999999 33.769824, -118.19802899999999 33.769283, -118.198748 33.769284, -118.199364 33.769284999999996, -118.199981 33.769282, -118.200604 33.769279, -118.201211 33.769284, -118.201606 33.769286, -118.201836 33.769287999999996, -118.202365 33.769318, -118.202956 33.769507, -118.203557 33.769512, -118.204159 33.769518, -118.20463699999999 33.769515999999996, -118.205407 33.76952, -118.20559 33.769521, -118.205554 33.772915999999995, -118.205511 33.777))"
06,037,570403,06037570403,5704.03,Census Tract 5704.03,G5020,S,570494,0,+33.8778677,-118.2044846,"POLYGON ((-118.198017 33.782592, -118.197518 33.782592, -118.196366 33.782591, -118.19576 33.78259, -118.19570999999999 33.78259, -118.195063 33.782589, -118.19505699999999 33.781394999999996, -118.195052 33.778974999999996, -118.195049 33.778295, -118.19504599999999 33.777755, -118.195052 33.777082, -118.195056 33.776541, -118.195053 33.775875, -118.19505 33.775334, -118.195698 33.775338, -118.196353 33.775342, -118.197191 33.775337, -118.19802 33.775331, -118.198739 33.775332, -118.19936200000001 33.775332, -118.19936200000001 33.775867, -118.199361 33.776545999999996, -118.19936 33.77708, -118.199359 33.777753, -118.199358 33.778293999999995, -118.19935699999999 33.778967, -118.199355 33.780173999999995, -118.19936 33.781940999999996, -118.19936799999999 33.782593999999996, -118.198017 33.782592))"
06,037,542402,06037542402,5424.02,Census Tract 5424.02,G5020,S,1666271,0,+33.8814570,-118.2121727,"POLYGON ((-118.205381 33.782641999999996, -118.204663 33.782630999999995, -118.204113 33.782624999999996, -118.20315 33.782624, -118.200987 33.782621999999996, -118.200812 33.782619, -118.200648 33.782616, -118.19936799999999 33.782593999999996, -118.19936 33.781940999999996, -118.199355 33.780173999999995, -118.19935699999999 33.778967, -118.199358 33.778293999999995, -118.199359 33.777753, -118.19936 33.77708, -118.199361 33.776545999999996, -118.19936200000001 33.775867, -118.19936200000001 33.775332, -118.199978 33.775332999999996, -118.20059499999999 33.775334, -118.201218 33.775334, -118.201779 33.775335, -118.202331 33.775301, -118.203125 33.775586, -118.203145 33.775597, -118.203577 33.775828, -118.20374100000001 33.775915999999995, -118.204008 33.776088, -118.20436 33.776315, -118.20444 33.776365999999996, -118.20464 33.776483999999996, -118.205392 33.776928999999996, -118.205511 33.777, -118.2055 33.782644, -118.205381 33.782641999999996))"
06,037,573300,06037573300,5733,Census Tract 5733,G5020,S,785598,0,+33.7932987,-118.1757271,"POLYGON ((-118.205428 33.790197, -118.205405 33.790199, -118.205069 33.79021, -118.204735 33.790208, -118.204673 33.790205, -118.204362 33.790191, -118.20421 33.790177, -118.20395500000001 33.790153, -118.203488 33.790085, -118.202412 33.789932, -118.202241 33.789902, -118.201987 33.789868, -118.20173199999999 33.78985, -118.201433 33.789846, -118.20096699999999 33.789843999999995, -118.20059499999999 33.789843, -118.199489 33.789849, -118.199356 33.789849, -118.199221 33.789848, -118.198076 33.789847, -118.19761 33.789853, -118.196409 33.789851, -118.196355 33.789851999999996, -118.195058 33.789857, -118.193723 33.789854999999996, -118.193715 33.789819, -118.19371100000001 33.788042, -118.193705 33.787130999999995, -118.19371 33.786228, -118.193716 33.785325, -118.193718 33.783933, -118.193719 33.783682, -118.19372 33.782593999999996, -118.194407 33.782593, -118.194711 33.78259, -118.195063 33.782589, -118.19570999999999 33.78259, -118.19576 33.78259, -118.196366 33.782591, -118.197518 33.782592, -118.198017 33.782592, -118.19936799999999 33.782593999999996, -118.200648 33.782616, -118.200812 33.782619, -118.200987 33.782621999999996, -118.20315 33.782624, -118.204113 33.782624999999996, -118.204663 33.782630999999995, -118.205381 33.782641999999996, -118.2055 33.782644, -118.20558199999999 33.788345, -118.205603 33.789848, -118.205608 33.790183999999996, -118.205428 33.790197))"
06,037,573403,06037573403,5734.03,Census Tract 5734.03,G5020,S,1664763,0,+33.7986098,-118.1589748,"POLYGON ((-118.22741500000001 33.790321, -118.227037 33.790186, -118.22677999999999 33.790104, -118.226434 33.790006, -118.226117 33.789927999999996, -118.226099 33.789926, -118.225814 33.789888, -118.22548499999999 33.78986, -118.22522000000001 33.789851999999996, -118.225151 33.789853, -118.225053 33.789854, -118.22493 33.789854999999996, -118.224267 33.789854, -118.223687 33.789853, -118.22357099999999 33.789853, -118.223148 33.789851999999996, -118.222184 33.789851999999996, -118.221386 33.789851, -118.21870799999999 33.789849, -118.217626 33.789854999999996, -118.21653599999999 33.789853, -118.215453 33.789851999999996, -118.21381099999999 33.789851, -118.212167 33.789854999999996, -118.211344 33.789854999999996, -118.21116 33.789848, -118.210477 33.789847, -118.209901 33.789849, -118.208945 33.789851999999996, -118.20837900000001 33.78986, -118.208108 33.789876, -118.208047 33.789879, -118.207961 33.789885999999996, -118.207942 33.789888, -118.207831 33.789896999999996, -118.207781 33.789902, -118.207764 33.789904, -118.20768100000001 33.789912, -118.20742 33.789941999999996, -118.207292 33.789961, -118.206542 33.79007, -118.206354 33.790096999999996, -118.206109 33.790133, -118.20604900000001 33.79014, -118.205739 33.790175, -118.205679 33.790179, -118.205608 33.790183999999996, -118.205603 33.789848, -118.20558199999999 33.788345, -118.2055 33.782644, -118.206302 33.782655999999996, -118.206504 33.782658999999995, -118.206984 33.782667, -118.20710700000001 33.782669999999996, -118.207404 33.782677, -118.207516 33.78268, -118.207739 33.782679, -118.208057 33.782677, -118.2082 33.782675999999995, -118.208772 33.782682, -118.21024 33.782697999999996, -118.210464 33.7827, -118.212146 33.782712, -118.213804 33.782717999999996, -118.21548 33.782736, -118.216553 33.782744, -118.21709899999999 33.782744, -118.217635 33.782745, -118.218725 33.782751999999995, -118.21892 33.782756, -118.219852 33.782689, -118.220142 33.782667, -118.220749 33.782623, -118.22151099999999 33.783437, -118.22158 33.78351, -118.222396 33.784380999999996, -118.223438 33.785495, -118.22396 33.786052, -118.22517500000001 33.787349, -118.225327 33.787516, -118.22543 33.787625999999996, -118.22599199999999 33.788221, -118.22629 33.788539, -118.22630000000001 33.78855, -118.227379 33.789702, -118.22761299999999 33.789952, -118.227463 33.790344, -118.22741500000001 33.790321))"
06,059,110006,06059110006,1100.06,Census Tract 1100.06,G5020,S,1321237,26724,+33.7981512,-118.0790920,"POLYGON ((-118.199139 33.797123, -118.198938 33.797123, -118.198073 33.797122, -118.198056 33.797122, -118.19698199999999 33.797121, -118.195884 33.797118999999995, -118.194794 33.797118, -118.193703 33.797117, -118.193714 33.795303, -118.193716 33.794596999999996, -118.193726 33.793483, -118.19372899999999 33.791675999999995, -118.193723 33.789854999999996, -118.195058 33.789857, -118.196355 33.789851999999996, -118.196409 33.789851, -118.19761 33.789853, -118.198076 33.789847, -118.199221 33.789848, -118.199218 33.791668, -118.199224 33.793489, -118.199229 33.795303, -118.19923299999999 33.797039999999996, -118.19923299999999 33.797123, -118.199139 33.797123))"
06,037,574300,06037574300,5743,Census Tract 5743,G5020,S,2450925,30093,+33.7994363,-118.1180820,"POLYGON ((-118.20541399999999 33.791288, -118.205316 33.792834, -118.20515499999999 33.795376, -118.205404 33.797219, -118.204652 33.797228, -118.204195 33.797122, -118.20405099999999 33.797122, -118.203484 33.797121, -118.202401 33.79712, -118.201738 33.797118999999995, -118.201311 33.797118999999995, -118.20060000000001 33.797125, -118.20022 33.797124, -118.19948600000001 33.797123, -118.19923299999999 33.797123, -118.19923299999999 33.797039999999996, -118.199229 33.795303, -118.199224 33.793489, -118.199218 33.791668, -118.199221 33.789848, -118.199356 33.789849, -118.199489 33.789849, -118.20059499999999 33.789843, -118.20096699999999 33.789843999999995, -118.201433 33.789846, -118.20173199999999 33.78985, -118.201987 33.789868, -118.202241 33.789902, -118.202412 33.789932, -118.203488 33.790085, -118.20395500000001 33.790153, -118.20421 33.790177, -118.204362 33.790191, -118.204673 33.790205, -118.204735 33.790208, -118.205069 33.79021, -118.205405 33.790199, -118.205428 33.790197, -118.205608 33.790183999999996, -118.20541399999999 33.791288))"
06,037,573402,06037573402,5734.02,Census Tract 5734.02,G5020,S,2963452,0,+33.8016879,-118.1691388,"MULTILINESTRING ((-118.224576 33.824380999999995, -118.224576 33.824287999999996), (-118.224576 33.824287999999996, -118.224604 33.824287999999996), (-118.224604 33.824287999999996, -118.224603 33.824202), (-118.224603 33.824202, -118.22459 33.823482999999996), (-118.22459 33.823482999999996, -118.224583 33.822718), (-118.224583 33.822718, -118.22456700000001 33.82194), (-118.22456700000001 33.82194, -118.224568 33.821731), (-118.224568 33.821731, -118.224568 33.82165), (-118.224568 33.82165, -118.224568 33.821607), (-118.224568 33.821607, -118.22457 33.821568), (-118.22457 33.821568, -118.224504 33.821568), (-118.224504 33.821568, -118.223339 33.815811), (-118.223339 33.815811, -118.222757 33.812934999999996), (-118.222757 33.812934999999996, -118.22276099999999 33.812778), (-118.22276099999999 33.812778, -118.222768 33.812728), (-118.222768 33.812728, -118.222743 33.812712999999995), (-118.222743 33.812712999999995, -118.222442 33.812452), (-118.222442 33.812452, -118.222442 33.811879), (-118.222442 33.811879, -118.222439 33.808236), (-118.222439 33.808236, -118.222437 33.806348), (-118.222437 33.806348, -118.222436 33.804578), (-118.222436 33.804578, -118.222436 33.804448), (-118.222436 33.804448, -118.222436 33.804152), (-118.222436 33.804152, -118.22254 33.803867), (-118.22254 33.803867, -118.223641 33.800835), (-118.223641 33.800835, -118.22433 33.798946), (-118.22433 33.798946, -118.225018 33.797056), (-118.225018 33.797056, -118.225438 33.795891999999995), (-118.225438 33.795891999999995, -118.225859 33.794729), (-118.225859 33.794729, -118.226797 33.792148), (-118.226797 33.792148, -118.226876 33.791543), (-118.226876 33.791543, -118.226966 33.790859999999995), (-118.226966 33.790859999999995, -118.227231 33.790952), (-118.227231 33.790952, -118.227293 33.79079), (-118.227293 33.79079, -118.227367 33.790594), (-118.227367 33.790594, -118.227463 33.790344), (-118.227463 33.790344, -118.22761299999999 33.789952), (-118.22761299999999 33.789952, -118.227379 33.789702), (-118.227379 33.789702, -118.22630000000001 33.78855), (-118.22630000000001 33.78855, -118.22629 33.788539), (-118.22629 33.788539, -118.22599199999999 33.788221), (-118.22599199999999 33.788221, -118.22543 33.787625999999996), (-118.22543 33.787625999999996, -118.225327 33.787516), (-118.225327 33.787516, -118.22517500000001 33.787349), (-118.22517500000001 33.787349, -118.22396 33.786052), (-118.22396 33.786052, -118.223438 33.785495), (-118.223438 33.785495, -118.222396 33.784380999999996), (-118.222396 33.784380999999996, -118.22158 33.78351), (-118.22158 33.78351, -118.22151099999999 33.783437), (-118.22151099999999 33.783437, -118.220749 33.782623), (-118.220749 33.782623, -118.220669 33.782537), (-118.220669 33.782537, -118.22088099999999 33.782377), (-118.22088099999999 33.782377, -118.221728 33.78174), (-118.221728 33.78174, -118.221999 33.781535999999996), (-118.221999 33.781535999999996, -118.226683 33.778011), (-118.226683 33.778011, -118.226843 33.777891), (-118.226843 33.777891, -118.230868 33.774848), (-118.230868 33.774848, -118.231304 33.774522), (-118.231304 33.774522, -118.231568 33.774325), (-118.231568 33.774325, -118.23594299999999 33.771056), (-118.23594299999999 33.771056, -118.239734 33.768198), (-118.239734 33.768198, -118.239988 33.768007), (-118.239988 33.768007, -118.240077 33.767939999999996), (-118.240077 33.767939999999996, -118.24015 33.767883999999995), (-118.24015 33.767883999999995, -118.240224 33.767829), (-118.240224 33.767829, -118.240352 33.767731999999995), (-118.240352 33.767731999999995, -118.240387 33.767706), (-118.240387 33.767706, -118.240578 33.767516), (-118.240578 33.767516, -118.240836 33.76733), (-118.240836 33.76733, -118.241252 33.767013999999996), (-118.241252 33.767013999999996, -118.241792 33.766607), (-118.241792 33.766607, -118.24268000000001 33.765935999999996), (-118.24268000000001 33.765935999999996, -118.24455 33.764554), (-118.24455 33.764554, -118.24545 33.763889))"
06,037,573101,06037573101,5731.01,Census Tract 5731.01,G5020,S,526756,0,+33.8014503,-118.1934104,"POLYGON ((-118.227367 33.790594, -118.227293 33.79079, -118.227231 33.790952, -118.226966 33.790859999999995, -118.226876 33.791543, -118.226797 33.792148, -118.225859 33.794729, -118.225438 33.795891999999995, -118.225018 33.797056, -118.22433 33.798946, -118.223641 33.800835, -118.22254 33.803867, -118.222436 33.804152, -118.222436 33.804448, -118.222257 33.804401, -118.221926 33.804344, -118.221639 33.804384, -118.221452 33.804382, -118.220721 33.804373999999996, -118.220625 33.804373, -118.219779 33.804372, -118.219781 33.802558, -118.219775 33.800745, -118.219786 33.798911, -118.219783 33.798082, -118.219781 33.797364, -118.21978 33.797098, -118.219711 33.797098, -118.219636 33.797098, -118.219258 33.797097, -118.219179 33.797097, -118.218699 33.797103, -118.217608 33.797122, -118.216533 33.797126999999996, -118.215435 33.797126, -118.214614 33.797118999999995, -118.214354 33.797118999999995, -118.213808 33.797118999999995, -118.213785 33.797118999999995, -118.213539 33.797118, -118.213263 33.797123, -118.213209 33.797124, -118.212963 33.797118, -118.21213399999999 33.797117, -118.21109 33.797115999999995, -118.210001 33.797121, -118.20892599999999 33.79712, -118.207837 33.797125, -118.207228 33.797125, -118.207048 33.797139, -118.20691099999999 33.797149999999995, -118.206844 33.797149999999995, -118.206344 33.797152, -118.20622399999999 33.79716, -118.20610500000001 33.797169, -118.205762 33.797193, -118.205513 33.797211, -118.205404 33.797219, -118.20515499999999 33.795376, -118.205316 33.792834, -118.20541399999999 33.791288, -118.205608 33.790183999999996, -118.205679 33.790179, -118.205739 33.790175, -118.20604900000001 33.79014, -118.206109 33.790133, -118.206354 33.790096999999996, -118.206542 33.79007, -118.207292 33.789961, -118.20742 33.789941999999996, -118.20768100000001 33.789912, -118.207764 33.789904, -118.207781 33.789902, -118.207831 33.789896999999996, -118.207942 33.789888, -118.207961 33.789885999999996, -118.208047 33.789879, -118.208108 33.789876, -118.20837900000001 33.78986, -118.208945 33.789851999999996, -118.209901 33.789849, -118.210477 33.789847, -118.21116 33.789848, -118.211344 33.789854999999996, -118.212167 33.789854999999996, -118.21381099999999 33.789851, -118.215453 33.789851999999996, -118.21653599999999 33.789853, -118.217626 33.789854999999996, -118.21870799999999 33.789849, -118.221386 33.789851, -118.222184 33.789851999999996, -118.223148 33.789851999999996, -118.22357099999999 33.789853, -118.223687 33.789853, -118.224267 33.789854, -118.22493 33.789854999999996, -118.225053 33.789854, -118.225151 33.789853, -118.22522000000001 33.789851999999996, -118.22548499999999 33.78986, -118.225814 33.789888, -118.226099 33.789926, -118.226117 33.789927999999996, -118.226434 33.790006, -118.22677999999999 33.790104, -118.227037 33.790186, -118.22741500000001 33.790321, -118.227463 33.790344, -118.227367 33.790594))"
