Tree #,Funder,Scientific Name,Street Address,Other Add. Info.,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,planted_by
161.0,CAL FIRE,Jacaranda mimosifolia,1490 Chestnut Ave.,,Long Beach,Public,-118.19625,33.78593,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
162.0,CAL FIRE,Jacaranda mimosifolia,1548 Chestnut Ave.,,Long Beach,Public,-118.19626,33.78645,6037575401.0,1A,2019-04-30,,Conservation Corps of Long Beach
163.0,CAL FIRE,Jacaranda mimosifolia,1402 Chestnut Ave.,,Long Beach,Public,-118.19651,33.78416,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
164.0,CAL FIRE,Jacaranda mimosifolia,1404 Chestnut Ave.,,Long Beach,Public,-118.19627,33.78414,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
165.0,CAL FIRE,Jacaranda mimosifolia,1444 Chestnut Ave.,,Long Beach,Public,-118.19623,33.78522,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
166.0,CAL FIRE,Jacaranda mimosifolia,1444 Chestnut Ave.,,Long Beach,Public,-118.19628,33.78529,6037575401.0,1A,2019-05-02,,Conservation Corps of Long Beach
167.0,CAL FIRE,Tristania Laurina,1601 Pine Ave.,,Long Beach,Public,-118.1926,33.78723,6037575402.0,1A,2019-10-05,,Conservation Corps of Long Beach
168.0,CAL FIRE,Tristania Laurina,1593 Pine Ave.,,Long Beach,Public,-118.19268,33.78712,6037575402.0,1A,2019-10-06,,Conservation Corps of Long Beach
169.0,CAL FIRE,Tristania Laurina,1593 Pine Ave.,,Long Beach,Public,-118.19262,33.78713,6037575402.0,1A,2019-10-07,,Conservation Corps of Long Beach
170.0,CAL FIRE,Tristania Laurina,1594 Pine Ave.,,Long Beach,Public,-118.1921,33.78709,6037575402.0,1A,2019-10-08,,Conservation Corps of Long Beach
171.0,CAL FIRE,Tristania Laurina,1594 Pine Ave.,,Long Beach,Public,-118.19201,33.7871,6037575402.0,1A,2019-10-09,,Conservation Corps of Long Beach
172.0,CAL FIRE,Tristania Laurina,1590 Pacific Ave.,,Long Beach,Public,-118.19347,33.78711,6037575402.0,1A,2019-10-10,,Conservation Corps of Long Beach
173.0,CAL FIRE,Tristania Laurina,1591 Pacific Ave.,,Long Beach,Public,-118.19338,33.78711,6037575402.0,1A,2019-10-11,,Conservation Corps of Long Beach
174.0,CAL FIRE,Tristania Laurina,113 W 16th St.,,Long Beach,Public,-118.19267,33.78724,6037575402.0,1A,2019-10-12,,Conservation Corps of Long Beach
175.0,CAL FIRE,Tristania Laurina,113 W 16th St.,,Long Beach,Public,-118.19277,33.78725,6037575402.0,1A,2019-10-13,,Conservation Corps of Long Beach
176.0,CAL FIRE,Tristania Laurina,117 W 16th St.,,Long Beach,Public,-118.19289,33.78721,6037575402.0,1A,2019-10-14,,Conservation Corps of Long Beach
177.0,CAL FIRE,Tristania Laurina,117 W 16th St.,,Long Beach,Public,-118.19296,33.78723,6037575402.0,1A,2019-10-15,,Conservation Corps of Long Beach
178.0,CAL FIRE,Tristania Laurina,126 W 16th St.,,Long Beach,Public,-118.19315,33.78714,6037575402.0,1A,2019-10-16,,Conservation Corps of Long Beach
179.0,CAL FIRE,Tristania Laurina,124 W 16th St.,,Long Beach,Public,-118.19306,33.78714,6037575402.0,1A,2019-10-17,,Conservation Corps of Long Beach
180.0,CAL FIRE,Tristania Laurina,116 W 16th St.,,Long Beach,Public,-118.19285,33.78713,6037575402.0,1A,2019-10-18,,Conservation Corps of Long Beach
181.0,CAL FIRE,Tristania Laurina,116 W 16th St.,,Long Beach,Public,-118.19279,33.78714,6037575402.0,1A,2019-10-19,,Conservation Corps of Long Beach
182.0,CAL FIRE,Tristania Laurina,116 W 16th St.,,Long Beach,Public,-118.19275,33.78712,6037575402.0,1A,2019-10-20,,Conservation Corps of Long Beach
183.0,CAL FIRE,Tristania Laurina,122 W 16th St.,,Long Beach,Public,-118.19182,33.7871,6037575402.0,1A,2019-10-21,,Conservation Corps of Long Beach
184.0,CAL FIRE,Tristania Laurina,121 W 16th St.,,Long Beach,Public,-118.19187,33.78721,6037575402.0,1A,2019-10-22,,Conservation Corps of Long Beach
185.0,CAL FIRE,Tristania Laurina,127 W 16th St.,,Long Beach,Public,-118.19187,33.7872,6037575402.0,1A,2019-10-23,,Conservation Corps of Long Beach
186.0,CAL FIRE,Tristania Laurina,127 W 16th St.,,Long Beach,Public,-118.19149,33.7872,6037575402.0,1A,2019-10-24,,Conservation Corps of Long Beach
187.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2441 14th Street,,Long Beach,Public,-118.1595495,33.7847753,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
188.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2637 14th Street,,Long Beach,Public,-118.159976,33.7846413,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
189.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2533 14 th Street,,Long Beach,Public,-118.1613644,33.7847352,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
190.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2501 14th Street,,Long Beach,Public,-118.1620038,33.7844259,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
191.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2426 14th Street,,Long Beach,Public,-118.1624208,33.7872929,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
192.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2500 14th Street,,Long Beach,Public,-118.1619903,33.7844117,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
193.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2504 14th Street,,Long Beach,Public,-118.1619873,33.7844158,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
194.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2504 14th Street,,Long Beach,Public,-118.1620396,33.7845992,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
195.0,CAL FIRE,JACARANDA MIMOSIFOLIA,2504 14th Street,,Long Beach,Public,-118.16175,33.7844144,6037575102,1A,2020-03-24,,Conservation Corps of Long Beach
196.0,CAL FIRE,JACARANDA MIMOSIFOLIA,1501 Stanley Ave,Across from,Long Beach,Public,-118.1620192,33.7867641,6037575102,1A,2020-03-30,,Conservation Corps of Long Beach
197.0,CAL FIRE,PISTACIA CHINENSIS,1521 Temple Ave,,Long Beach,Public,-118.1591787,33.7872484,6037575101,1A,2020-03-30,,Conservation Corps of Long Beach
198.0,CAL FIRE,PISTACIA CHINENSIS,1700 Temple Ave,,Long Beach,Public,-118.86584,33.788502,6037575101,1A,2020-03-30,,Conservation Corps of Long Beach
199.0,CAL FIRE,PODOCARPUS GRACILIOR,2507 Spaulding Street,,Long Beach,Public,-118.1618626,33.785511,6037575102,1A,2020-03-30,,Conservation Corps of Long Beach
200.0,CAL FIRE,PODOCARPUS GRACILIOR,2408 Spaulding Street,,Long Beach,Public,-118.1626854,33.7858,6037575102,1A,2020-03-30,,Conservation Corps of Long Beach
201.0,CAL FIRE,PODOCARPUS GRACILIOR,2517 Spaulding,,Long Beach,Public,-118.1617754,33.7855932,6037575102,1A,2020-03-30,,Conservation Corps of Long Beach
202.0,CAL FIRE,QUERCUS AGRIFOLIA,1526 Sherman pl,,Long Beach,Public,-118.1659939,33.7868279,6037575101,1A,2020-03-30,,Conservation Corps of Long Beach
203.0,CAL FIRE,QUERCUS AGRIFOLIA,1548 Sherman Pl,,Long Beach,Public,-118.1659295,33.7872799,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
204.0,CAL FIRE,QUERCUS AGRIFOLIA,1614 Sherman Pl,,Long Beach,Public,-118.1660948,33.7875574,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
205.0,CAL FIRE,QUERCUS AGRIFOLIA,1624 Sherman Pl,,Long Beach,Public,-118.1655805,33.7876502,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
206.0,CAL FIRE,QUERCUS AGRIFOLIA,1772 Sherma Pl,,Long Beach,Public,-118.1660388,33.7894572,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
207.0,CAL FIRE,QUERCUS AGRIFOLIA,1771 Sherman pl,Next to ,Long Beach,Public,-118.1662913,33.7896233,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
208.0,CAL FIRE,QUERCUS AGRIFOLIA,1755 Sherman pl,,Long Beach,Public,-118.1662712,33.7891741,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
209.0,CAL FIRE,QUERCUS AGRIFOLIA,1617 Sherman Pl,,Long Beach,Public,-118.1663523,33.7876232,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
210.0,CAL FIRE,QUERCUS AGRIFOLIA,1611 Sherman Pl,,Long Beach,Public,-118.1662745,33.7873504,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
211.0,CAL FIRE,QUERCUS AGRIFOLIA,1607 Sherman Pl,,Long Beach,Public,-118.1663748,33.7872562,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
212.0,CAL FIRE,QUERCUS AGRIFOLIA,1511 Sherman Pl,,Long Beach,Public,-118.1662316,33.7866033,6037575101,1A,2020-03-31,,Conservation Corps of Long Beach
213.0,CAL FIRE,Tristania Conferta,1400 Orange Ave,,Long Beach,Public,-118.1762433,33.7847645,6037575201,1A,2020-02-25,,Conservation Corps of Long Beach
214.0,CAL FIRE,Tristania Conferta,1446 Orange Ave,,Long Beach,Public,-118.176198,33.7854146,6037575201,1A,2020-02-25,,Conservation Corps of Long Beach
215.0,CAL FIRE,Tristania Conferta,1730 Walnut Ave,,Long Beach,Public,-118.1717616,33.7886907,6037575202,1A,2020-03-09,,Conservation Corps of Long Beach
216.0,CAL FIRE,Tristania Conferta,1382 Dawson Ave,,Long Beach,Public,-118.165384,33.7842748,6037575102,1A,2020-03-09,,Conservation Corps of Long Beach
217.0,CAL FIRE,Tristania Conferta,1726 Freeman Ave,,Long Beach,Public,-118.155767,33.788353,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
218.0,CAL FIRE,Tristania Conferta,1718 Freeman Ave,,Long Beach,Public,-118.1556,33.788509,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
219.0,CAL FIRE,Tristania Conferta,1718 Freeman Ave,,Long Beach,Public,-118.155589,33.788497,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
220.0,CAL FIRE,Tristania Conferta,1710 Freeman Ave,,Long Beach,Public,-118.155602,33.788415,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
221.0,CAL FIRE,Tristania Conferta,1710 Freeman Ave,,Long Beach,Public,-118.155607,33.788338,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
222.0,CAL FIRE,Tristania Conferta,1537 Freeman Ave,,Long Beach,Public,-118.155798,33.786871,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
223.0,CAL FIRE,Tristania Conferta,1537 Freeman Ave,,Long Beach,Public,-118.155755,33.786913,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
224.0,CAL FIRE,Tristania Conferta,1537 Freeman Ave,,Long Beach,Public,-118.155759,33.786981,6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
225.0,CAL FIRE,Tristania Conferta,1609 Freeman Ave,,Long Beach,Public,-118.155716,33.787421,6037575103,1A,2020-02-26,,Conservation Corps of Long Beach
226.0,CAL FIRE,Tristania Conferta,2701 17TH Street,,Long Beach,Public,-118.159804,33.7881551,6037575101,1A,2020-02-26,,Conservation Corps of Long Beach
227.0,CAL FIRE,Tristania Conferta,2615 17th Street,,Long Beach,Public,-118.1605547,33.7881919,6037575101,1A,2020-02-26,,Conservation Corps of Long Beach
228.0,CAL FIRE,Tristania Conferta,2512 17th Street,,Long Beach,Public,-118.1616115,33.78778784,6037575101,1A,2020-02-26,,Conservation Corps of Long Beach
229.0,CAL FIRE,Tristania Conferta,1766 Molino Ave,,Long Beach,Public,-118.1610348,33.7890083,6037575101,1A,2020-02-26,,Conservation Corps of Long Beach
230.0,CAL FIRE,Tristania Conferta,1766 Molino Ave,,Long Beach,Public,-118.1610348,33.7890083,6037575101,1A,2020-02-26,,Conservation Corps of Long Beach
231.0,CAL FIRE,Tristania Conferta,1769 Molino Ave,,Long Beach,Public,-118.1611743,33.7893658,6037575101,1A,2020-02-26,,Conservation Corps of Long Beach
232.0,CAL FIRE,Tristania Conferta,1335 Newport Ave,,Long Beach,Public,-118.151358,33.783754, 6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
233.0,CAL FIRE,Tristania Conferta,1335 Newport Ave,,Long Beach,Public,-118.151395,33.783709, 6037575103,1A,2020-02-25,,Conservation Corps of Long Beach
234.0,CAL FIRE,Tristania Conferta,1380 Newport Ave,,Long Beach,Public,-118.1513088,33.784094, 6037575103,1A,2020-03-09,,Conservation Corps of Long Beach
235.0,CAL FIRE,Tristania Conferta,3320 Ransom Ave,,Long Beach,Public,-118.53006,33.786654, 6037575103,1A,2020-03-09,,Conservation Corps of Long Beach
236.0,CAL FIRE,Tristania Conferta,3320 Ransom Ave,,Long Beach,Public,-118.152927,33.786636, 6037575103,1A,2020-03-09,,Conservation Corps of Long Beach
237.0,CAL FIRE,Lagerstroemia,1701 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.783,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
238.0,CAL FIRE,Lagerstroemia,1701 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7834,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
239.0,CAL FIRE,Lagerstroemia,1404 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.784,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
240.0,CAL FIRE,Lagerstroemia,1502 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7857,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
241.0,CAL FIRE,Lagerstroemia,1502 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7859,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
242.0,CAL FIRE,Lagerstroemia,1650 Santa Fe Ave. ,,Long Beach,Public,-118.2158,33.7866,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
243.0,CAL FIRE,Lagerstroemia,1680 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7867,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
244.0,CAL FIRE,Lagerstroemia,1680 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7881,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
245.0,CAL FIRE,Lagerstroemia,1724 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7889,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
246.0,CAL FIRE,Lagerstroemia,1749 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7892,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
247.0,CAL FIRE,Lagerstroemia,1749 Santa Fe Ave. ,,Long Beach,Public,-118.2153,33.7893,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
248.0,CAL FIRE,Lagerstroemia,1974 Santa Fe Ave. ,,Long Beach,Public,-118.2154,33.7934,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
249.0,CAL FIRE,Lagerstroemia,1903 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7927,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
250.0,CAL FIRE,Lagerstroemia,1903 Santa Fe Ave. ,,Long Beach,Public,-118.2155,33.7921,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
251.0,CAL FIRE,Lagerstroemia,1749 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7892,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
252.0,CAL FIRE,Lagerstroemia,1749 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7891,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
253.0,CAL FIRE,Lagerstroemia,1735 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7887,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
254.0,CAL FIRE,Lagerstroemia,1735 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7885,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
255.0,CAL FIRE,Lagerstroemia,1735 Santa Fe Ave. ,,Long Beach,Public,-118.2155,33.7885,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
256.0,CAL FIRE,Lagerstroemia,1655 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7882,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
257.0,CAL FIRE,Lagerstroemia,1655 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7881,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
258.0,CAL FIRE,Lagerstroemia,1655 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7879,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
259.0,CAL FIRE,Lagerstroemia,1655 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7878,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
260.0,CAL FIRE,Lagerstroemia,1581 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7878,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
261.0,CAL FIRE,Lagerstroemia,1581 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7869,6037575500,1A,2020-03-16,,Conservation Corps of Long Beach
262.0,CAL FIRE,Lagerstroemia,1565 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7867,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
263.0,CAL FIRE,Lagerstroemia,1539 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7866,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
264.0,CAL FIRE,Lagerstroemia,1539 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7865,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
265.0,CAL FIRE,Lagerstroemia,1539 Santa Fe Ave. ,,Long Beach,Public,-118.2157,33.7865,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
266.0,CAL FIRE,Lagerstroemia,1539 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7864,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
267.0,CAL FIRE,Lagerstroemia,1539 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7862,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
268.0,CAL FIRE,Lagerstroemia,1539 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7861,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
269.0,CAL FIRE,Lagerstroemia,1525 Santa Fe Ave. ,,Long Beach,Public,-118.2155,33.786,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
270.0,CAL FIRE,Lagerstroemia,1525 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.786,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
271.0,CAL FIRE,Lagerstroemia,1525 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7859,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
272.0,CAL FIRE,Lagerstroemia,1501 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7856,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
273.0,CAL FIRE,Lagerstroemia,1451 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7852,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
274.0,CAL FIRE,Lagerstroemia,1445 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.785,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
275.0,CAL FIRE,Lagerstroemia,1425 Santa Fe Ave. ,,Long Beach,Public,-118.2156,33.7845,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
276.0,CAL FIRE,Lagerstroemia,1419 Santa Fe Ave,,Long Beach,Public,-118.2155,33.7842,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
277.0,CAL FIRE,Lagerstroemia,1701 Santa Fe Ave,,Long Beach,Public,-118.2155,33.7835,6037575500,1A,2020-03-23,,Conservation Corps of Long Beach
278.0,CAL FIRE,Tristania Conferta,134 15th Street,,Long Beach,Public,-118.191624,33.785274,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
279.0,CAL FIRE,Tristania Conferta,134 15th Street,,Long Beach,Public,-118.19566,33.78525,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
280.0,CAL FIRE,Tristania Conferta,1530 Locust Ave,,Long Beach,Public,-118.191057,33.785986,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
281.0,CAL FIRE,Tristania Conferta,1417 Locust Ave,,Long Beach,Public,-118.191159,33.784367,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
282.0,CAL FIRE,Tristania Conferta,1419 Locust Ave,,Long Beach,Public,-118.191186,33.784345,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
283.0,CAL FIRE,Tristania Conferta,1431 Locust Ave,,Long Beach,Public,-118.191193,33.784532,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
284.0,CAL FIRE,Tristania Conferta,1530 Locust Ave,,Long Beach,Public,-118.190977,33.785912,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
285.0,CAL FIRE,Tristania Conferta,1530 Locust Ave,,Long Beach,Public,-118.1911362,33.7858997,6037575402,1A,2020-02-12,,Conservation Corps of Long Beach
286.0,CAL FIRE,Tristania Conferta,1712 Lemon Ave,Across from ,Long Beach,Public,-118.1785168,33.7884683,6037575201,1A,2020-02-12,,Conservation Corps of Long Beach
287.0,CAL FIRE,Tristania Conferta,1703 Lemon Ave,,Long Beach,Public,-118.1784715,33.7884789,6037575201,1A,2020-02-12,,Conservation Corps of Long Beach
288.0,CAL FIRE,Tristania Conferta,1728 Lemon Ave,,Long Beach,Public,-118.1783166,33.7890746,6037575201,1A,2020-02-12,,Conservation Corps of Long Beach
289.0,CAL FIRE,Tristania Conferta,1342 Lewis Ave,Next Door ,Long Beach,Public,-118.1798951,33.7835327,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
290.0,CAL FIRE,Tristania Conferta,1348 Lewis Ave,,Long Beach,Public,-118.1799532,33.7838109,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
291.0,CAL FIRE,Tristania Conferta,1374 Lewis Ave,,Long Beach,Public,-118.1799102,33.7890107,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
292.0,CAL FIRE,Tristania Conferta,1378 Lewis Ave,,Long Beach,Public,-118.180001,33.7841787,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
293.0,CAL FIRE,Tristania Conferta,1396 Lewis Ave,,Long Beach,Public,-118.1799461,33.7845287,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
294.0,CAL FIRE,Tristania Conferta,1402 Lewis Ave,,Long Beach,Public,-118.1799953,33.7845106,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
295.0,CAL FIRE,Tristania Conferta,1493 Lemon Ave,,Long Beach,Public,-118.1790975,33.7859621,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
296.0,CAL FIRE,Tristania Conferta,1477 Lemon Ave,,Long Beach,Public,-118.1788749,33.7856854,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
297.0,CAL FIRE,Tristania Conferta,1353 Lemon Ave,,Long Beach,Public,-118.1788386,33.7838588,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
298.0,CAL FIRE,Tristania Conferta,1324 Lemon Ave,,Long Beach,Public,-118.1789955,33.7831162,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
299.0,CAL FIRE,Tristania Conferta,1402 Lemon Ave,,Long Beach,Public,-118.1786895,33.7839508,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
300.0,CAL FIRE,Tristania Conferta,1452 Lemon Ave,,Long Beach,Public,-118.1790281,33.7851264,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
301.0,CAL FIRE,Tristania Conferta,1025 16th Street,Across From ,Long Beach,Public,-118.1799461,33.7867956,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
302.0,CAL FIRE,Tristania Conferta,1025 16th Street,Across From ,Long Beach,Public,-118.1801295,33.7870943,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
303.0,CAL FIRE,Tristania Conferta,1110 16th Street,,Long Beach,Public,-118.1783733,33.7872406,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
304.0,CAL FIRE,Tristania Conferta,1161 16th Street,,Long Beach,Public,-118.1772115,33.77872222,6037575201,1A,2020-02-18,,Conservation Corps of Long Beach
305.0,CAL FIRE,Tristania Conferta,1149 16th Street,,Long Beach,Public,-118.1773333,33.7872523,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
306.0,CAL FIRE,Tristania Conferta,1035 15th Street,,Long Beach,Public,-118.1796674,33.7863645,6037575201,1A,2020-02-13,,Conservation Corps of Long Beach
307.0,CAL FIRE,Quercus Virginana,1630 E 14th St,,Long Beach,Public,-118.17095,33.7844,6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
308.0,CAL FIRE,Quercus Virginana,1347 Gaviota ,,Long Beach,Public,-118.17093,33.78363,6037575202,1A,2020-04-15,,Conservation Corps of Long Beach
309.0,CAL FIRE,Quercus Virginana,1347 Gaviota ,Next Door 1347,Long Beach,Public,-118.17069,33.78346,6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
310.0,CAL FIRE,Quercus Virginana,1402 Gaviota ,,Long Beach,Public,-118.17087,33.78467,6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
311.0,CAL FIRE,Quercus Virginana,1410 Gaviota,,Long Beach,Public,-118.17057,33.78479,6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
312.0,CAL FIRE,Quercus Virginana,1709 Gaviota ,,Long Beach,Public,-118.17078,33.78829,6037575202,1A,2020-04-23,,Conservation Corps of Long Beach
313.0,CAL FIRE,Quercus Virginana,1527 Gaviota ave ,,Long Beach,Public,-118.1709,33.78685, 6037575202,1A,2020-04-15,,Conservation Corps of Long Beach
314.0,CAL FIRE,Quercus Virginana,1522 Rose ave  ,,Long Beach,Public,-118.1697,33.78669, 6037575202,1A,2020-04-13,,Conservation Corps of Long Beach
315.0,CAL FIRE,Quercus Virginana,1516 Rose ave ,,Long Beach,Public,-118.16971,33.78664, 6037575202,1A,2020-04-13,,Conservation Corps of Long Beach
316.0,CAL FIRE,Quercus Virginana,1464 Rose ave ,,Long Beach,Public,-118.16968,33.78566, 6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
317.0,CAL FIRE,Quercus Virginana,1456 Rose ave ,,Long Beach,Public,-118.16975,33.78549, 6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
318.0,CAL FIRE,Quercus Virginana,1426 Rose ave ,,Long Beach,Public,-118.16953,33.78497, 6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
319.0,CAL FIRE,Quercus Virginana,1408 Rose ave,,Long Beach,Public,-118.16977,33.78482, 6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
320.0,CAL FIRE,Quercus Virginana,1400 Rose ave,,Long Beach,Public,-118.16935,33.78463, 6037575202,1A,2020-04-14,,Conservation Corps of Long Beach
321.0,CAL FIRE,Quercus Virginana,1337 Rose ave,,Long Beach,Public,-118.16977,33.78377, 6037575202,1A,2020-04-15,,Conservation Corps of Long Beach
322.0,CAL FIRE,Quercus Virginana,1353 Rose ave,,Long Beach,Public,-118.16981,33.78383, 6037575202,1A,2020-04-15,,Conservation Corps of Long Beach
