Tree #,Funder,Scientific Name,Street Address,Other Add. Info.,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,planted_by
616.0,,Tristania conferta ,2150 Earl Ave,,Long Beach,Public,-118.19158,33.796333,6007000700,1A,2020-08-24,15-Gallon,Conservation Corps of Long Beach
617.0,,Tristania conferta ,2142 Earl Ave,,Long Beach,Public,-118.19162,33.796133,6007000700,1A,2020-08-24,15-Gallon,Conservation Corps of Long Beach
618.0,,Tristania conferta ,2108 Earl Ave,,Long Beach,Public,-118.19161,33.79548,6007000700,1A,2020-08-25,15-Gallon,Conservation Corps of Long Beach
619.0,,Tristania conferta ,2104 Earl Ave,,Long Beach,Public,-118.19161,33.795484,6007000700,1A,2020-08-25,15-Gallon,Conservation Corps of Long Beach
620.0,,Tristania conferta ,2100 Earl Ave,on the side,Long Beach,Public,-118.19115,33.795326,6007000700,1A,2020-09-02,15-Gallon,Conservation Corps of Long Beach
621.0,,Tristania conferta ,2149 Earl Ave,,Long Beach,Public,-118.19163,33.796292,6007000700,1A,2020-08-24,15-Gallon,Conservation Corps of Long Beach
622.0,,Tristania conferta ,2153 Earl Ave,,Long Beach,Public,-118.19163,33.796302,6007000700,1A,2020-08-24,15-Gallon,Conservation Corps of Long Beach
623.0,,Tristania conferta ,2159 Earl Ave,,Long Beach,Public,-118.19162,33.796381,6007000700,1A,2020-08-24,15-Gallon,Conservation Corps of Long Beach
624.0,,Tristania conferta ,2159 Earl Ave,,Long Beach,Public,-118.1917,33.796429,6007000700,1A,2020-08-24,15-Gallon,Conservation Corps of Long Beach
625.0,,Tristania conferta ,2192 Pine Ave,On the side,Long Beach,Public,-118.19238,33.797097,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
626.0,,Tristania conferta ,2174 Pine Ave,,Long Beach,Public,-118.19245,33.796664,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
627.0,,Tristania conferta ,2101 Earl Ave,,Long Beach,Public,-118.19171,33.795443,6007000700,1A,2020-08-24,15-Gallon,Conservation Corps of Long Beach
628.0,,Quercus ilex ,1872 Locust ave,,Long Beach,Public,-118.19123,33.791294,6007000700,1A,2020-08-25,15-Gallon,Conservation Corps of Long Beach
629.0,,Quercus ilex ,1886 Locust Ave,,Long Beach,Public,-118.19114,33.791716,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
630.0,,Quercus ilex ,200 E 20th St,,Long Beach,Public,-118.19064,33.793629,6007000700,1A,2020-09-02,15-Gallon,Conservation Corps of Long Beach
631.0,,Quercus ilex ,208 E 20th St,,Long Beach,Public,-118.19052,33.793644,6007000700,1A,2020-09-02,15-Gallon,Conservation Corps of Long Beach
632.0,,Quercus ilex ,1845 Locust Ave,,Long Beach,Public,-118.19093,33.790785,6007000700,1A,2020-08-25,15-Gallon,Conservation Corps of Long Beach
633.0,,Quercus ilex ,126 E 20th St,,Long Beach,Public,-118.1916,33.793515,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
634.0,,Quercus ilex ,112 E 20th St,,Long Beach,Public,-118.19191,33.793764,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
635.0,,Quercus ilex ,1904 Pine Ave,,Long Beach,Public,-118.19293,33.791931,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
636.0,,Quercus ilex ,1880 Pine Ave,,Long Beach,Public,-118.19233,33.791671,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
637.0,,Quercus ilex ,1868 Pine Ave,,Long Beach,Public,-118.1924,33.791358,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
638.0,,Quercus ilex ,1840 Pine Ave,,Long Beach,Public,-118.19246,33.790971,6007000700,1A,2020-08-26,15-Gallon,Conservation Corps of Long Beach
639.0,,Quercus ilex ,1826 Pine Ave,,Long Beach,Public,-118.19241,33.790592,6007000700,1A,2020-08-25,15-Gallon,Conservation Corps of Long Beach
640.0,,Brachychiton populneus,1816 Pasadena Ave,,Long Beach,Public,-118.18672,33.79023,6007000700,1A,2020-09-08,15-Gallon,Conservation Corps of Long Beach
641.0,,Brachychiton populneus,1816 Pasadena Ave,,Long Beach,Public,-118.18715,33.79028,6007000700,1A,2020-09-08,15-Gallon,Conservation Corps of Long Beach
642.0,,Brachychiton populneus,1828 Pasadena Ave,,Long Beach,Public,-118.18714,33.79439,6007000700,1A,2020-09-08,15-Gallon,Conservation Corps of Long Beach
643.0,,Brachychiton populneus,1831 Pasadena Ave,,Long Beach,Public,-118.18726,33.79055,6007000700,1A,2020-09-08,15-Gallon,Conservation Corps of Long Beach
644.0,,Brachychiton populneus,1831 Pasadena Ave,,Long Beach,Public,-118.18732,33.79042,6007000700,1A,2020-09-08,15-Gallon,Conservation Corps of Long Beach
645.0,,Brachychiton populneus,2195 Pasadena Ave,,Long Beach,Public,-118.1874,33.7971,6007000700,1A,2020-09-08,15-Gallon,Conservation Corps of Long Beach
646.0,,Quercus virginana,415 Dayman St,,Long Beach,Public,-118.1877,33.79075,6007000700,1A,2020-09-14,15-Gallon,Conservation Corps of Long Beach
647.0,,Quercus virginana,1840 Pasadena Ave,on the side,Long Beach,Public,-118.1877,33.79075,6007000700,1A,2020-09-23,15-Gallon,Conservation Corps of Long Beach
648.0,,Quercus virginana,1840 Pasadena Ave,on the side,Long Beach,Public,-118.18695,33.7907,6007000700,1A,2020-09-23,15-Gallon,Conservation Corps of Long Beach
649.0,,Quercus virginana,570 Dayman St,,Long Beach,Public,-118.1853,33.79085,6007000700,1A,2020-09-10,15-Gallon,Conservation Corps of Long Beach
650.0,,Quercus virginana,565 Dayman St,,Long Beach,Public,-118.18565,33.7908,6007000700,1A,2020-09-10,15-Gallon,Conservation Corps of Long Beach
651.0,,Jacaranda mimosifolia ,2108 Linden Ave,,Long Beach,Public,-118.1861,33.79552,6007000700,1A,2020-09-17,15-Gallon,Conservation Corps of Long Beach
652.0,,Jacaranda mimosifolia ,2118 Linden Ave,,Long Beach,Public,-118.18608,33.79562,6007000700,1A,2020-09-17,15-Gallon,Conservation Corps of Long Beach
653.0,,Quercus virginana,439 E 19th St,on the side,Long Beach,Public,-118.18712,33.79178,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
654.0,,Jacaranda mimosifolia ,344 E 19th St,,Long Beach,Public,-118.18814,33.79159,6007000700,1A,2020-09-17,15-Gallon,Conservation Corps of Long Beach
655.0,,Jacaranda mimosifolia ,2005 Linden Ave,,Long Beach,Public,-118.18618,33.7936,6007000700,1A,2020-09-17,15-Gallon,Conservation Corps of Long Beach
656.0,,Jacaranda mimosifolia ,2085 Linden Ave,,Long Beach,Public,-118.18603,33.79502,6007000700,1A,2020-09-17,15-Gallon,Conservation Corps of Long Beach
657.0,,Jacaranda mimosifolia ,2201  Elm Ave.,,Long Beach,Public,-118.18839,33.79731,6007000700,1A,2020-09-21,15-Gallon,Conservation Corps of Long Beach
658.0,,Jacaranda mimosifolia ,2201 Pasadena Ave,on the side,Long Beach,Public,-118.18725,33.79711,6007000700,1A,2020-09-21,15-Gallon,Conservation Corps of Long Beach
659.0,,Quercus virginana,421 Rhea St,,Long Beach,Public,-118.18771,33.79267,6007000700,1A,2020-09-10,15-Gallon,Conservation Corps of Long Beach
660.0,,Quercus virginana,534 E 19th St,,Long Beach,Public,-118.1863,33.79173,6007000700,1A,2020-09-10,15-Gallon,Conservation Corps of Long Beach
661.0,,Brachychiton populneus,570 Rhea St.,,Long Beach,Public,-118.1854,33.79255,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
662.0,,Brachychiton populneus,1990 Pasadena Ave,,Long Beach,Public,-118.18697,33.79342,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
663.0,,Brachychiton populneus,522 E 20th St,,Long Beach,Public,-118.18636,33.79336,6007000700,1A,2020-09-16,15-Gallon,Conservation Corps of Long Beach
664.0,,Brachychiton populneus,345 E 19th St.,,Long Beach,Public,-118.18794,33.79197,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
665.0,,Brachychiton populneus,343 E 19th St,,Long Beach,Public,-118.18826,33.79159,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
666.0,,Brachychiton populneus,339 E 19th st,,Long Beach,Public,-118.18839,33.79164,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
667.0,,Brachychiton populneus,335 E 19th St,,Long Beach,Public,-118.18841,33.79159,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
668.0,,Brachychiton populneus,575 Rea St.,,Long Beach,Public,-118.1855,33.7927,6007000700,1A,2020-09-15,15-Gallon,Conservation Corps of Long Beach
669.0,,Jacaranda mimosifolia ,344 E 19th St,,Long Beach,Public,-118.18814,33.79159,6007000700,1A,2020-09-14,15-Gallon,Conservation Corps of Long Beach
670.0,,Jacaranda mimosifolia ,2085 Linden Ave,,Long Beach,Public,-118.18603,33.79502,6007000700,1A,2020-09-14,15-Gallon,Conservation Corps of Long Beach
671.0,,Quercus virginana,2056 Linden Ave,,Long Beach,Public,-118.18606,33.79437,6007000700,1A,2020-09-14,15-Gallon,Conservation Corps of Long Beach
672.0,,Quercus virginana,2042 Linden Ave,,Long Beach,Public,-118.18614,33.79451,6007000700,1A,2020-09-21,15-Gallon,Conservation Corps of Long Beach
673.0,,Quercus virginana,2020 Linden Ave,,Long Beach,Public,-118.1861,33.79395,6007000700,1A,2020-09-16,15-Gallon,Conservation Corps of Long Beach
674.0,,Quercus virginana,2201  Elm Ave.,,Long Beach,Public,-118.18839,33.79731,6007000700,1A,2020-09-16,15-Gallon,Conservation Corps of Long Beach
675.0,,Brachychiton populneus,3524 15th st ,,Long Beach,Public,-118.15067,33.78571,6007000700,1A,2020-09-16,15-Gallon,Conservation Corps of Long Beach
676.0,,Quercus virginana,2220 14th st,,Long Beach,Public,-118.16419,33.78442,6007000700,1A,2020-09-24,15-Gallon,Conservation Corps of Long Beach
677.0,,Quercus virginana,2324 14th st,,Long Beach,Public,-118.16339,33.78453,6007000700,1A,2020-09-24,15-Gallon,Conservation Corps of Long Beach
678.0,,Lagerstroemia indica,1431 Lewis ave,,Long Beach,Public,-118.1802,33.78506,6007000700,1A,2020-09-24,15-Gallon,Conservation Corps of Long Beach
679.0,,Lagerstroemia indica,1469 Temple ave,across of ,Long Beach,Public,-118.18599,33.78615,6007000700,1A,2020-09-24,15-Gallon,Conservation Corps of Long Beach
680.0,,Lagerstroemia indica,1375 Temple Ave,,Long Beach,Public,-118.15901,33.78416,6007000700,1A,2020-09-24,15-Gallon,Conservation Corps of Long Beach
681.0,,Lagerstroemia indica,1715 Ohio Ave,,Long Beach,Public,-118.16018,33.7884,6007000700,1A,2020-09-24,15-Gallon,Conservation Corps of Long Beach
682.0,CAL FIRE,Lagerstroemia indica,1709 Ohio Ave,,Long Beach,Public,-118.15983,33.78853,6037575101.0,1A,2020-10-01,,Conservation Corps of Long Beach
683.0,CAL FIRE,Cinnamomum camphora,1514 Stanton Ave,,Long Beach,Public,-118.16464,33.78666,6037575101.0,1A,2020-10-01,,Conservation Corps of Long Beach
684.0,CAL FIRE,Cinnamomum camphora,1514 Stanton Ave,,Long Beach,Public,-118.16467,33.78671,6037575101.0,1A,2020-10-01,,Conservation Corps of Long Beach
685.0,CAL FIRE,Cinnamomum camphora,1610 Stanton Ave,,Long Beach,Public,-118.16461,33.78741,6037575101.0,1A,2020-10-01,,Conservation Corps of Long Beach
686.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.19123,33.86901,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
687.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.1915,33.8687,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
688.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.19121,33.86888,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
689.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.19128,33.86876,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
690.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.19166,33.86869,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
691.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.19137,33.86898,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
692.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.19135,33.86869,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
693.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.19157,33.86867,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
694.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.19128,33.86865,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
695.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.19146,33.86879,6037570301.0,1A,2020-08-18,,Conservation Corps of Long Beach
696.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.19323,33.86579,6037570301.0,1A,2020-08-19,,Conservation Corps of Long Beach
697.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.19293,33.86624,6037570301.0,1A,2020-08-19,,Conservation Corps of Long Beach
698.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.19336,33.86561,6037570301.0,1A,2020-08-19,,Conservation Corps of Long Beach
699.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.19281,33.86633,6037570301.0,1A,2020-08-19,,Conservation Corps of Long Beach
700.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.20074,33.85478,6037570304.0,1A,2020-08-19,,Conservation Corps of Long Beach
701.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.20065,33.85482,6037570304.0,1A,2020-08-19,,Conservation Corps of Long Beach
702.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.20062,33.8549,6037570304.0,1A,2020-08-19,,Conservation Corps of Long Beach
703.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20063,33.85514,6037570304.0,1A,2020-08-19,,Conservation Corps of Long Beach
704.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20056,33.85522,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
705.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20047,33.85535,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
706.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20047,33.8553,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
707.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20074,33.85483,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
708.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.2007,33.8549,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
709.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20069,33.855,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
710.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20059,33.85511,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
711.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20063,33.85497,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
712.0,Match,Juglans Californica,6255 De Forest Ave,,Long Beach,Public,-118.20069,33.85476,6037570304.0,1A,2020-08-20,,Conservation Corps of Long Beach
713.0,Match,Aesculus Californica,6255 De Forest Ave,,Long Beach,Public,-118.20081,33.85469,6037570304.0,1A,2020-08-24,,Conservation Corps of Long Beach
714.0,Match,Aesculus Californica,6255 De Forest Ave,,Long Beach,Public,-118.20071,33.85465,6037570304.0,1A,2020-08-24,,Conservation Corps of Long Beach
715.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.20128,33.85397,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
716.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.20105,33.85411,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
717.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.20126,33.85378,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
718.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.20123,33.85401,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
719.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20133,33.85363,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
720.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20133,33.85382,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
721.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20117,33.85414,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
722.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.2013,33.85371,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
723.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20139,33.85854,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
724.0,Match,Juglans Californica,6255 De Forest Ave,,Long Beach,Public,-118.20107,33.85407,6037571701.0,1A,2020-08-24,,Conservation Corps of Long Beach
725.0,Match,Aesculus Californica,6255 De Forest Ave,,Long Beach,Public,-118.20111,33.85398,6037571701.0,1A,2020-08-25,,Conservation Corps of Long Beach
726.0,Match,Aesculus Californica,6255 De Forest Ave,,Long Beach,Public,-118.20116,33.85393,6037571701.0,1A,2020-08-25,,Conservation Corps of Long Beach
727.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.20225,33.84821,6037571701.0,1A,2020-08-25,,Conservation Corps of Long Beach
728.0,Match,Salix laevigata,6255 De Forest Ave,,Long Beach,Public,-118.2022,33.84065,6037571701.0,1A,2020-08-25,,Conservation Corps of Long Beach
729.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.20221,33.84835,6037571701.0,1A,2020-08-25,,Conservation Corps of Long Beach
730.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.2022,33.84782,6037571701.0,1A,2020-08-25,,Conservation Corps of Long Beach
731.0,CAL FIRE,Quercas Virginiana,6255 De Forest Ave,,Long Beach,Public,-118.2022,33.84775,6037571701.0,1A,2020-08-25,,Conservation Corps of Long Beach
732.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20217,33.84852,6037571701.0,1A,2020-08-26,,Conservation Corps of Long Beach
733.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20225,33.84829,6037571701.0,1A,2020-08-26,,Conservation Corps of Long Beach
734.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.20222,33.84796,6037571701.0,1A,2020-08-26,,Conservation Corps of Long Beach
735.0,CAL FIRE,Quercas Agrifolia,6255 De Forest Ave,,Long Beach,Public,-118.2022,33.84787,6037571701.0,1A,2020-08-26,,Conservation Corps of Long Beach
736.0,Match,Juglans Californica,6255 De Forest Ave,,Long Beach,Public,-118.20224,33.84812,6037571701.0,1A,2020-08-26,,Conservation Corps of Long Beach
737.0,Match,Quercas Lobata,6255 De Forest Ave,,Long Beach,Public,-118.20221,33.84767,6037571701.0,1A,2020-08-26,,Conservation Corps of Long Beach
