Tree Number,Funder,Scientific Name,Common Name,Street Address,Other Add Info,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,Grow Space,Planted By
2018092266.0,Match,Celtis Sinensis,Chinese Hackberry,5302 Rosebay St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813805,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092267.0,Match,Celtis Sinensis,Chinese Hackberry,5302 Rosebay St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.812833,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092268.0,Match,Celtis Sinensis,Chinese Hackberry,5312 Rosebay St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813811,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092269.0,Match,Celtis Sinensis,Chinese Hackberry,5319 Rosebay St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814055,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092270.0,Match,Celtis Sinensis,Chinese Hackberry,5319 Rosebay St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813888,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092271.0,Match,Celtis Sinensis,Chinese Hackberry,5430 Rosebay St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813888,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092272.0,Match,Celtis Sinensis,Chinese Hackberry,5430 Rosebay St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814305,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092215.0,Match,Jacaranda Mimosifolia ,Jacaranda,3064 Montair Ave,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812465,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092216.0,Match,Jacaranda Mimosifolia ,Jacaranda,3064 Montair Ave,SoCo -- Carver School,Long Beach,Public,-118.126001,33.811333,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092273.0,Match,Jacaranda Mimosifolia ,Jacaranda,5279 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.13001,33.813888,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092274.0,Match,Jacaranda Mimosifolia ,Jacaranda,5313 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092275.0,Match,Jacaranda Mimosifolia ,Jacaranda,5313 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092276.0,Match,Jacaranda Mimosifolia ,Jacaranda,5329 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092277.0,Match,Jacaranda Mimosifolia ,Jacaranda,5403 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813207,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092278.0,Match,Jacaranda Mimosifolia ,Jacaranda,5403 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813207,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092279.0,Match,Jacaranda Mimosifolia ,Jacaranda,5409 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.814583,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092280.0,Match,Jacaranda Mimosifolia ,Jacaranda,5409 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813222,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092281.0,Match,Jacaranda Mimosifolia ,Jacaranda,5437 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813222,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092282.0,Match,Jacaranda Mimosifolia ,Jacaranda,5437 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813222,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092283.0,Match,Jacaranda Mimosifolia ,Jacaranda,5443 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813222,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092236.0,Match,Lagerstroemia Indica,Crape Myrtle,3129 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813888,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092237.0,Match,Lagerstroemia Indica,Crape Myrtle,3129 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092238.0,Match,Lagerstroemia Indica,Crape Myrtle,3129 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092239.0,Match,Lagerstroemia Indica,Crape Myrtle,3143 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092240.0,Match,Lagerstroemia Indica,Crape Myrtle,3143 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092241.0,Match,Lagerstroemia Indica,Crape Myrtle,3143 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814331,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092242.0,Match,Lagerstroemia Indica,Crape Myrtle,3143 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814583,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092284.0,Match,Lagerstroemia Indica,Crape Myrtle,5451 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813277,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092285.0,Match,Lagerstroemia Indica,Crape Myrtle,5451 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813277,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092286.0,Match,Lagerstroemia Indica,Crape Myrtle,5451 Pageantry St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813181,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092287.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.812027,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092288.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.812194,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092289.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812333,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092290.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.812444,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092291.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812638,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092292.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812722,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092293.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812861,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092294.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812972,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092295.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813222,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092296.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813194,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092297.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811546,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092298.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092299.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922100.0,Match,Lagerstroemia Indica,Crape Myrtle,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092208.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092209.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092210.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092211.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092212.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092213.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092214.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092217.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092218.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092219.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092220.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811555,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092221.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811444,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092222.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811444,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092223.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811444,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092224.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.811472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092225.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922108.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922109.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922110.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813138,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922111.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.813138,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922112.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.813138,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922113.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.813138,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922114.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.813138,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922115.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922116.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922117.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813111,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922118.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811551,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922119.0,CAL FIRE,Lophostemon Confertus,Brisbane Box,5335 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813222,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092226.0,Match,Pinus Canariensis 	,Canary Island Pine,3039 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.811666,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092227.0,Match,Pinus Canariensis 	,Canary Island Pine,3039 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812638,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092228.0,Match,Pinus Canariensis 	,Canary Island Pine,3045 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812694,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092229.0,Match,Pinus Canariensis 	,Canary Island Pine,3045 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812805,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092230.0,Match,Pinus Canariensis 	,Canary Island Pine,3057 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812833,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092231.0,Match,Pinus Canariensis 	,Canary Island Pine,3075 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812707,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092232.0,Match,Pinus Canariensis 	,Canary Island Pine,3075 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813805,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092233.0,Match,Pinus Canariensis 	,Canary Island Pine,3079 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813888,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092234.0,Match,Pinus Canariensis 	,Canary Island Pine,3079 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.813888,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092235.0,Match,Pinus Canariensis 	,Canary Island Pine,3111 Bellflower Blvd,SoCo -- Carver School,Long Beach,Public,-118.126001,33.814305,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092201.0,CAL FIRE,Platanus Racemosa ,California Sycamore,3011 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129321,33.811131,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092202.0,CAL FIRE,Platanus Racemosa ,California Sycamore,3015 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811291,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092203.0,CAL FIRE,Platanus Racemosa ,California Sycamore,3033 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811753,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092204.0,CAL FIRE,Platanus Racemosa ,California Sycamore,3127 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129001,33.813916,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092205.0,CAL FIRE,Platanus Racemosa ,California Sycamore,3137 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.171001,33.849638,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092206.0,CAL FIRE,Platanus Racemosa ,California Sycamore,3160 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814916,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092207.0,CAL FIRE,Platanus Racemosa ,California Sycamore,3161 Rutgers Ave,SoCo -- Carver School,Long Beach,Public,-118.128001,33.814888,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092251.0,Match,Ulmas Parvifolia ,Chinese Elm,5335 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.813277,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092252.0,Match,Ulmas Parvifolia ,Chinese Elm,5346 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.813277,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092243.0,Match,Ulmus Parvifolia,Chinese Elm,5302 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814583,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922101.0,Match,Ulmus Parvifolia,Chinese Elm,5308 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.811416,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922102.0,Match,Ulmus Parvifolia,Chinese Elm,5332 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.811416,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922103.0,Match,Ulmus Parvifolia,Chinese Elm,5402 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811416,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922104.0,Match,Ulmus Parvifolia,Chinese Elm,5414 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811416,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922105.0,Match,Ulmus Parvifolia,Chinese Elm,5420 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811416,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922106.0,Match,Ulmus Parvifolia,Chinese Elm,5420 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811305,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922107.0,Match,Ulmus Parvifolia,Chinese Elm,5420 Pavo St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.811222,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922120.0,Match,Ulmus Parvifolia,Chinese Elm,5279 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.130011,33.810777,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922121.0,Match,Ulmus Parvifolia,Chinese Elm,5315 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.810777,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922122.0,Match,Ulmus Parvifolia,Chinese Elm,5339 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.810777,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922123.0,Match,Ulmus Parvifolia,Chinese Elm,5343 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.810777,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922124.0,Match,Ulmus Parvifolia,Chinese Elm,5343 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.810777,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922125.0,Match,Ulmus Parvifolia,Chinese Elm,5355 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811553,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922126.0,Match,Ulmus Parvifolia,Chinese Elm,5403 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.811546,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
20180922127.0,Match,Ulmus Parvifolia,Chinese Elm,5415 Spring St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.810771,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092244.0,Match,Ulmus Parvifolia ,Chinese Elm,5302 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814583,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092245.0,Match,Ulmus Parvifolia ,Chinese Elm,5312 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814611,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092246.0,Match,Ulmus Parvifolia ,Chinese Elm,5319 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814583,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092247.0,Match,Ulmus Parvifolia ,Chinese Elm,5325 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.129001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092248.0,Match,Ulmus Parvifolia ,Chinese Elm,5329 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092249.0,Match,Ulmus Parvifolia ,Chinese Elm,5329 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092250.0,Match,Ulmus Parvifolia ,Chinese Elm,5335 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.814472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092253.0,Match,Ulmus Parvifolia ,Chinese Elm,5353 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.128001,33.814586,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092254.0,Match,Ulmus Parvifolia ,Chinese Elm,5403 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.812027,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092255.0,Match,Ulmus Parvifolia ,Chinese Elm,5419 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.812194,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092256.0,Match,Ulmus Parvifolia ,Chinese Elm,5419 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.127001,33.814583,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092257.0,Match,Ulmus Parvifolia ,Chinese Elm,5431 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.812194,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092258.0,Match,Ulmus Parvifolia ,Chinese Elm,5437 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.811472,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018092259.0,Match,Ulmus Parvifolia ,Chinese Elm,5443 Scrivener St.,SoCo -- Carver School,Long Beach,Public,-118.126001,33.816666,6037574100,,2018-09-22 00:00:00,15-Gallon,5' parkway,Neighborhood Services
