Tree Number,Funder,Scientific Name,Common Name,Street Address,Other Add Info,City,Ownership,X Coordinate,Y Coordinate,Census Tract,DAC Status,Date Planted,Stock Size,Grow Space,Planted By
2018111764.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2438 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.219722,33.79966667,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111765.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2454 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2196944,33.8014444,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111766.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2460 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2197222,33.80180556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111767.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2470 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2197222,33.80194444,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111768.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2476 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2197222,33.8021667,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111769.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2484 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2197222,33.802211,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111770.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2500 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2197222,33.8023611,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111771.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2526 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2196944,33.802751,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111772.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2532 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.219722,33.8032222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111773.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2560 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2196944,33.80327778,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111774.0,Match,Tabebuia Avellanedae,Lavender Trumpet Tree,2566 Webster Ave,WestLB - Hudson School,Long Beach,Public,-118.2197222,33.80372222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111701.0,Match,Ulmus Parvifolia,Chinese Elm,2015 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2187778,33.797222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111702.0,Match,Ulmus Parvifolia,Chinese Elm,2015 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2189167,33.797222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111703.0,Match,Ulmus Parvifolia,Chinese Elm,2015 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2190833,33.797222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111704.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2183056,33.797251,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111705.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.217833,33.797251,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111710.0,Match,Ulmus Parvifolia,Chinese Elm,1720 Burnett St.,WestLB - Hudson School,Long Beach,Public,-118.2157778,33.8006944,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111711.0,Match,Ulmus Parvifolia,Chinese Elm,1725 Burnett St.,WestLB - Hudson School,Long Beach,Public,-118.2158889,33.80069444,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111712.0,Match,Ulmus Parvifolia,Chinese Elm,1785 Burnett St.,WestLB - Hudson School,Long Beach,Public,-118.2163056,33.80080556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111713.0,Match,Ulmus Parvifolia,Chinese Elm,1880 Burnett St.,WestLB - Hudson School,Long Beach,Public,-118.2172222,33.80080556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111714.0,Match,Ulmus Parvifolia,Chinese Elm,1929 Burnett St.,WestLB - Hudson School,Long Beach,Public,-118.2183333,33.80069444,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111715.0,Match,Ulmus Parvifolia,Chinese Elm,1900 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2175278,33.80083333,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111716.0,Match,Ulmus Parvifolia,Chinese Elm,1900 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2173611,33.79702778,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111717.0,Match,Ulmus Parvifolia,Chinese Elm,1900 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2168611,33.79702778,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111718.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.797028,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111719.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.79758333,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111720.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.79763889,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111721.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.79766667,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111722.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2176667,33.79788889,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111723.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.7979222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111724.0,Match,Ulmus Parvifolia,Chinese Elm,2153 W Hill St.,WestLB - Hudson School,Long Beach,Public,-118.2176667,33.79802778,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111725.0,Match,Ulmus Parvifolia,Chinese Elm,2236 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.79783333,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111726.0,Match,Ulmus Parvifolia,Chinese Elm,2240 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.0502222,33.80069444,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111727.0,Match,Ulmus Parvifolia,Chinese Elm,2274 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.216501,33.8006944,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111728.0,Match,Ulmus Parvifolia,Chinese Elm,2274 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.79797222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111729.0,Match,Ulmus Parvifolia,Chinese Elm,2282 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.79852778,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111730.0,Match,Ulmus Parvifolia,Chinese Elm,2282 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.79858333,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111731.0,Match,Ulmus Parvifolia,Chinese Elm,2300 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.7986667,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111732.0,Match,Ulmus Parvifolia,Chinese Elm,2308 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.79869444,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111733.0,Match,Ulmus Parvifolia,Chinese Elm,2415 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.801111,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111734.0,Match,Ulmus Parvifolia,Chinese Elm,2435 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2176111,33.80147222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111735.0,Match,Ulmus Parvifolia,Chinese Elm,2509 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.80280556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111736.0,Match,Ulmus Parvifolia,Chinese Elm,2520 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2198611,33.80341667,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111737.0,Match,Ulmus Parvifolia,Chinese Elm,2527 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.80308333,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111738.0,Match,Ulmus Parvifolia,Chinese Elm,2532 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.80313889,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111739.0,Match,Ulmus Parvifolia,Chinese Elm,2533 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.80327778,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111740.0,Match,Ulmus Parvifolia,Chinese Elm,2547 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.80330556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111741.0,Match,Ulmus Parvifolia,Chinese Elm,2553 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.803511,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111742.0,Match,Ulmus Parvifolia,Chinese Elm,2558 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.80358333,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111743.0,Match,Ulmus Parvifolia,Chinese Elm,2561 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2198611,33.803751,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111744.0,Match,Ulmus Parvifolia,Chinese Elm,2572 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2175556,33.8035556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111745.0,Match,Ulmus Parvifolia,Chinese Elm,2573 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.2176944,33.80391667,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111775.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2196944,33.8038611,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111776.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.219889,33.80405556,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111777.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198889,33.804011,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111778.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198889,33.80394444,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111779.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198889,33.80388889,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111780.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198889,33.80380556,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111781.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198889,33.803751,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111782.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198611,33.80363889,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111783.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198889,33.80358333,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111784.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198611,33.80330556,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111785.0,Match,Ulmus Parvifolia,Chinese Elm,2100 Willow Ave,WestLB - Hudson School,Long Beach,Public,-118.2198611,33.8032222,6037572800,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111786.0,Match,Ulmus Parvifolia,Chinese Elm,2220 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2198611,33.80313889,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111787.0,Match,Ulmus Parvifolia,Chinese Elm,2239 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2164722,33.79752778,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111788.0,Match,Ulmus Parvifolia,Chinese Elm,2250 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2165833,33.79794444,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111789.0,Match,Ulmus Parvifolia,Chinese Elm,2255 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2164444,33.78913889,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111790.0,Match,Ulmus Parvifolia,Chinese Elm,2271 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2165833,33.7982222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111791.0,Match,Ulmus Parvifolia,Chinese Elm,2319 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2165833,33.79855556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111792.0,Match,Ulmus Parvifolia,Chinese Elm,2319 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2165833,33.7993333,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111793.0,Match,Ulmus Parvifolia,Chinese Elm,2319 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2165833,33.79938889,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111797.0,Match,Ulmus Parvifolia,Chinese Elm,2506 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2164444,33.80280556,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111798.0,Match,Ulmus Parvifolia,Chinese Elm,2546 Cota Ave,WestLB - Hudson School,Long Beach,Public,-118.2164444,33.80347222,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018111799.0,Match,Ulmus Parvifolia ,Chinese Elm,2509 Seabright Ave,WestLB - Hudson School,Long Beach,Public,-118.085121,33.808221,6037572700,1A,2018-11-17 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018112101.0,Match,Lagerstroemia Indica,Crape Myrtle,623 Quincy Ave,Belmont Heights,Long Beach,Public,-118.139446,33.77412,6037577603,2C,2018-11-21 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018112102.0,Match,Lagerstroemia Indica,Crape Myrtle,623 Quincy Ave,Belmont Heights,Long Beach,Public,-118.139447,33.774089,6037577603,2C,2018-11-21 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018112801.0,Match,Cinnamomum Camphora ,Camphor Tree,659 E Claiborne Dr,Bixby Knolls,Long Beach,Public,-118.183917,33.836376,6037571900,2C,2018-11-28 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018120401.0,Match,Bauhinia Variegata ,Purple Orchid,6940 Beechley Ave,Starr King,Long Beach,Public,-118.193962,33.880378,6037570404,1A,2018-12-04 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018120402.0,Match,Bauhinia Variegata ,Purple Orchid,6940 Beechley Ave,Starr King,Long Beach,Public,-118.193964,33.880276,6037570404,1A,2018-12-04 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018120403.0,Match,Bauhinia Variegata ,Purple Orchid,6940 Beechley Ave,Starr King,Long Beach,Public,-118.193962,33.880333,6037570404,1A,2018-12-04 00:00:00,15-Gallon,5' parkway,Neighborhood Services
201812404.0,Match,Bauhinia Variegata ,Purple Orchid,6940 Beechley Ave,Starr King,Long Beach,Public,-118.193867,33.880477,6037570404,1A,2018-12-04 00:00:00,15-Gallon,5' parkway,Neighborhood Services
201812405.0,Match,Bauhinia Variegata ,Purple Orchid,6940 Beechley Ave,Starr King,Long Beach,Public,-118.193961,33.880419,6037570404,1A,2018-12-04 00:00:00,15-Gallon,5' parkway,Neighborhood Services
201812501.0,Match,Tipuana Tipu,Tipu Tree,2110 Snowden Ave,Los Altos South,Long Beach,Public,-118.111622,33.794393,6037574300,2C,2018-12-05 00:00:00,15-Gallon,5' parkway,Neighborhood Services
201812502.0,Match,Jacaranda Mimosifolia ,Jacaranda,915 Stanley Ave,Rose Park,Long Beach,Public,-118.162292,33.778376,6037576901,1A,2018-12-05 00:00:00,15-Gallon,5' parkway,Neighborhood Services
201812602.0,Match,Pyrus Kawakamii ,Evergreen Pear,3303 Hackett Ave,El Dorado Park West,Long Beach,Public,-118.106961,33.816697,6037574000,2C,2018-12-06 00:00:00,15-Gallon,5' parkway,Neighborhood Services
201812601.0,Match,Ulmus Parvifolia ,Chinese Elm,5220 E Walton St.,Los Altos North,Long Beach,Public,-118.131713,33.804179,6037574201,2C,2018-12-06 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121001.0,Match,Tabebuia Avellanedae ,Lavender Trumpet Tree,3036 Lees Ave,El Dorado Park West,Long Beach,Public,-118.098047,33.811686,6037574000,2C,2018-12-10 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121002.0,Match,Agonis Flexuosa,Peppermint Tree,3454 Tulane Ave,Wardlow Park,Long Beach,Public,-118.127018,33.820464,6037573601,2C,2018-12-10 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121101.0,Match,Tabebuia Avellanedae ,Lavender Trumpet Tree,3978 Gardenia Ave,Bixby Knolls,Long Beach,Public,-118.168651,33.831203,6037571900,2C,2018-12-11 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121102.0,Match,Tabebuia Avellanedae ,Lavender Trumpet Tree,3978 Gardenia Ave,Bixby Knolls,Long Beach,Public,-118.168651,33.831164,6037571900,2C,2018-12-11 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121103.0,Match,Tabebuia Avellanedae ,Lavender Trumpet Tree,3966 Gardenia Ave,Bixby Knolls,Long Beach,Public,-118.168651,33.830898,6037571900,2C,2018-12-11 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121104.0,Match,Tabebuia Avellanedae ,Lavender Trumpet Tree,3966 Gardenia Ave,Bixby Knolls,Long Beach,Public,-118.168649,33.830941,6037571900,2C,2018-12-11 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121105.0,Match,Tabebuia Avellanedae ,Lavender Trumpet Tree,3972 Gardenia Ave,Bixby Knolls,Long Beach,Public,-118.168651,33.831016,6037571900,2C,2018-12-11 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121106.0,Match,Tabebuia Avellanedae ,Lavender Trumpet Tree,3972 Gardenia Ave,Bixby Knolls,Long Beach,Public,-118.168653,33.831061,6037571900,2C,2018-12-11 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121201.0,Match,Robinia Ambigua Idahoensis,Idaho Locust,6152 E Pageantry St.,El Dorado Park West,Long Beach,Public,-118.111614,33.812191,6037574000,2C,2018-12-12 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121301.0,Match,Geijera Parviflora,Australian Willow,3315 Stevely Ave,El Dorado Park West,Long Beach,Public,-118.092573,33.817101,6037574000,2C,2018-12-13 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121302.0,Match,Geijera Parviflora,Australian Willow,3315 Stevely Ave,El Dorado Park West,Long Beach,Public,-118.092577,33.817146,6037574000,2C,2018-12-13 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121303.0,Match,Geijera Parviflora,Australian Willow,3315 Stevely Ave,El Dorado Park West,Long Beach,Public,-118.092578,33.817185,6037574000,2C,2018-12-13 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121304.0,Match,Geijera Parviflora,Australian Willow,3315 Stevely Ave,El Dorado Park West,Long Beach,Public,-118.092583,33.817218,6037574000,2C,2018-12-13 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121537.0,Match,Hymenosporum Flavum,Sweet Shade,1700 Silva St.,Ridgewood Cove,Long Beach,Public,-118.17169444444446,33.847501,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121538.0,Match,Hymenosporum Flavum,Sweet Shade,1700 Silva St.,Ridgewood Cove,Long Beach,Public,-118.17177777777778,33.847501,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121539.0,Match,Hymenosporum Flavum,Sweet Shade,1705 Silva St.,Ridgewood Cove,Long Beach,Public,-118.17169444444446,33.84758333,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121540.0,Match,Hymenosporum Flavum,Sweet Shade,1708 Silva St.,Ridgewood Cove,Long Beach,Public,-118.17161111111112,33.84747222,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121541.0,Match,Hymenosporum Flavum,Sweet Shade,1708 Silva St.,Ridgewood Cove,Long Beach,Public,-118.17155555555556,33.84747222,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121542.0,Match,Hymenosporum Flavum,Sweet Shade,1812 Silva St.,Ridgewood Cove,Long Beach,Public,-118.17055555555557,33.84747222,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121543.0,Match,Hymenosporum Flavum,Sweet Shade,1813 Silva St.,Ridgewood Cove,Long Beach,Public,-118.170501,33.84755556,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121544.0,Match,Hymenosporum Flavum,Sweet Shade,1915 Silva St.,Ridgewood Cove,Long Beach,Public,-118.16961111111111,33.84761111,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121545.0,Match,Hymenosporum Flavum,Sweet Shade,1922 Silva St.,Ridgewood Cove,Long Beach,Public,-118.16952777777779,33.847501,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121546.0,Match,Hymenosporum Flavum,Sweet Shade,1927 Silva St.,Ridgewood Cove,Long Beach,Public,-118.16919444444444,33.84763889,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121547.0,Match,Hymenosporum Flavum,Sweet Shade,1928 Silva St.,Ridgewood Cove,Long Beach,Public,-118.16930555555557,33.847251,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121548.0,Match,Hymenosporum Flavum,Sweet Shade,1928 Silva St.,Ridgewood Cove,Long Beach,Public,-118.16930555555557,33.84736111,6037570602,2A,2018-12-15 00:00:00,15-Gallon,3' parkway,Neighborhood Services
2018121571.0,Match,Hymenosporum Flavum,Sweet Shade,5025 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.84827778,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121572.0,Match,Hymenosporum Flavum,Sweet Shade,5031 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.84833333,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121573.0,Match,Hymenosporum Flavum,Sweet Shade,5031 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.84833333,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121574.0,Match,Hymenosporum Flavum,Sweet Shade,5043 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.84852778,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121575.0,Match,Hymenosporum Flavum,Sweet Shade,5054 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.84844444,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121576.0,Match,Hymenosporum Flavum,Sweet Shade,5104 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.84902778,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121577.0,Match,Hymenosporum Flavum,Sweet Shade,5109 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.849251,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
2018121578.0,Match,Hymenosporum Flavum,Sweet Shade,5110 Raton Circle,Ridgewood Cove,Long Beach,Public,-118.17672222222222,33.84916667,6037570602,2A,2018-12-15 00:00:00,15-Gallon,5' parkway,Neighborhood Services
